Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,Player_id,Squad_id,Sh,SoT,G_by_Sh,G_by_SoT,Dist,FK,npxG_by_Sh,G-xG,np:G-xG,Total_Cmp,Total_Att,Total_TotDist,Total_PrgDist,xA,A-xAG,KP,LastThird,PPA,CrsPA,Prog,SCA,SCA_PassLive,SCA_PassDead,SCA_Drib,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA_PassLive,GCA_PassDead,GCA_Drib,GCA_Sh,GCA_Fld,GCA_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,VsDribbles_Tkl,VsDribbles_Att,VsDribbles_Past,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl_plus_Int,Clr,Err,Touches_Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Mis,Dribbles_Dis,Receiving_Rec,Receiving_Prog,Mn_by_MP,Mn_by_Start,Compl,Subs,Mn_by_Sub,unSub,TS_PPM,TS_onG,TS_onGA,TS_Diff,TS_On-Off,TS(xG)_onxG,TS(xG)_onxGA,TS(xG)_xGDiff,TS(xG)_On-Off,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerialDuels_Won,AerialDuels_Lost,Cmp
Irene Miguélez,,DF,Villarreal,18-156,2004,9,7,649,0,0,0,0,0,0,0,0.1,0.1,0.0,2f3692f0,7a7bef84,1,0,0.00,,11.8,0,0.09,-0.1,-0.1,106,169,2137,999,0.0,0.0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,8,3,0,5,10,5,11,6,5,6,17,21,0,225,26,117,100,10,2,225,0,0,8,2,73,0,72,88,6,2,15,2,1.11,5,18,-13,-0.48,6.4,10.7,-4.2,+0.20,0,2,3,0,0,4,0,0,0,38,7,5,0
Ane Miren Martínez,,"MF,FW",Alavés,30-094,1992,11,9,735,1,1,1,0,0,0,0,0.7,0.7,2.2,f4697c5c,aa11fb42,7,2,0.14,0.50,20.7,0,0.10,+0.3,+0.3,56,131,948,278,1.7,-1.2,5,4,2,1,2,8,7,1,0,0,0,0,1,1,0,0,0,0,0,9,7,4,4,1,2,6,4,9,0,9,2,11,7,0,200,7,34,72,96,22,200,5,12,17,12,109,28,67,76,1,2,27,,0.55,8,26,-18,-0.44,6.1,16.6,-10.5,+0.11,0,4,3,8,30,7,0,0,0,28,3,1,0
María Molina,,DF,Valencia,22-213,2000,8,6,508,0,0,0,0,0,3,0,0.1,0.1,0.1,9488f06e,f96ff499,2,0,0.00,,12.0,0,0.05,-0.1,-0.1,145,190,3104,1293,0.0,-0.1,1,8,0,0,4,2,2,0,0,0,0,0,1,1,0,0,0,0,0,9,6,7,2,0,4,6,2,6,4,2,8,17,17,0,240,56,184,52,6,4,240,3,3,8,2,122,0,64,80,3,2,15,1,1.38,4,5,-1,-0.92,5.8,7.4,-1.6,-0.94,0,8,3,0,2,6,0,0,0,25,8,5,0
Leyre Monente,,FW,Athletic Club,22-296,2000,1,0,12,0,0,0,0,0,1,0,0.0,0.0,0.2,b5375f49,94929c05,0,0,,,,0,,0.0,0.0,4,5,76,34,0.1,-0.2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,3,1,7,0,0,0,1,2,1,12,,0,1,12,8,3.00,1,0,+1,+7.96,0.5,0.1,+0.3,+2.88,0,0,0,0,1,0,0,0,0,1,0,1,0
Natalia Montilla,,"MF,FW",Real Betis,24-051,1998,9,6,537,2,0,2,0,0,0,0,0.6,0.6,0.5,36fbc818,74142337,13,6,0.15,0.33,23.8,0,0.05,+1.4,+1.4,96,148,1763,739,0.5,-0.5,4,11,4,2,10,14,12,0,0,2,0,0,2,2,0,0,0,0,0,18,15,13,4,1,10,13,3,8,1,7,11,29,3,0,237,7,67,94,79,11,237,4,17,15,15,121,19,60,78,2,3,24,,0.67,7,13,-6,+0.39,3.8,13.7,-9.9,-0.08,0,2,3,0,7,15,0,0,0,30,1,3,0
Julia Mora,,DF,Levante Planas,25-055,1997,7,4,383,0,0,0,0,0,0,0,0.0,0.0,0.0,363c5220,753b93a5,0,0,,,,0,,0.0,0.0,149,190,3055,1175,0.0,0.0,0,7,0,0,10,3,1,2,0,0,0,0,0,0,0,0,0,0,0,10,6,9,0,1,6,7,1,6,4,2,4,14,6,0,232,38,149,73,12,2,232,0,1,6,0,126,1,55,79,3,3,23,3,0.71,3,11,-8,-0.69,3.5,8.4,-4.9,-0.19,0,1,3,0,0,6,0,0,0,24,0,3,0
Lucía Moral,,"FW,DF",Atlético Madrid,18-300,2004,6,0,63,1,1,1,0,0,0,0,0.1,0.1,0.4,3d6375b1,b56c2667,3,1,0.33,1.00,29.5,0,0.02,+0.9,+0.9,15,24,276,100,0.0,+0.6,2,2,1,1,0,4,3,0,0,1,0,0,3,2,0,0,1,0,0,4,1,1,2,1,1,3,2,3,0,3,0,4,0,0,35,2,6,11,20,2,35,0,2,1,2,25,4,11,,0,6,11,5,2.00,5,0,+5,+6.85,1.7,0.8,+0.9,+0.35,0,3,2,0,3,1,0,0,0,2,1,1,0
Cosette Morché,us USA,GK,Valencia,25-182,1997,1,1,90,0,0,0,0,0,0,0,0.0,0.0,0.0,ca518a26,f96ff499,0,0,,,,0,,0.0,0.0,28,35,690,368,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,37,40,0,0,0,40,0,0,0,0,6,0,90,90,1,0,,10,0.00,0,1,-1,-1.40,0.9,1.6,-0.7,-0.98,0,0,0,0,0,0,0,0,0,0,0,0,0
Raquel Morcillo,,"FW,MF",Alhama,23-244,1999,10,10,764,0,0,0,0,0,2,0,0.7,0.7,0.4,58a40d2e,e9fecaf2,10,2,0.00,0.00,20.3,1,0.07,-0.7,-0.7,98,220,1826,984,0.3,-0.4,6,11,4,2,16,17,10,2,1,0,3,1,0,0,0,0,0,0,0,39,25,15,17,7,16,25,9,17,2,15,7,46,12,0,340,11,88,129,129,25,340,7,16,15,13,132,28,76,76,6,0,,,0.30,3,13,-10,+1.61,5.7,10.5,-4.8,+0.90,0,9,16,4,34,25,0,0,0,56,8,11,0
Laura Moreno,,"MF,FW",Real Betis,22-027,2000,4,0,101,0,0,0,0,0,0,0,0.1,0.1,0.0,8d30cd58,74142337,1,0,0.00,,15.4,0,0.06,-0.1,-0.1,10,22,159,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,34,0,5,11,18,6,34,1,3,3,7,27,5,25,,0,4,25,3,0.75,1,5,-4,-2.65,1.1,3.4,-2.3,-0.49,0,2,4,1,1,0,0,0,0,5,2,1,0
Yerliane Moreno,ve VEN,MF,UDG Tenerife,22-056,2000,3,2,152,0,0,0,0,0,3,0,0.2,0.2,0.0,da8926f8,4c088abe,3,2,0.00,0.00,22.6,0,0.07,-0.2,-0.2,29,37,485,145,0.0,0.0,0,3,0,0,5,7,3,0,0,1,2,1,1,0,0,0,1,0,0,3,2,0,0,3,3,4,1,4,0,4,1,4,1,0,69,1,3,41,27,2,69,3,6,10,3,38,6,51,54,0,1,45,,1.33,3,1,+2,+1.79,1.7,1.4,+0.3,+0.36,0,7,5,0,0,2,0,0,0,7,1,2,0
Carla Morera,,"DF,MF",Alavés,27-266,1995,11,7,649,1,1,1,0,0,1,0,0.9,0.9,0.3,e953f471,aa11fb42,6,2,0.17,0.50,20.6,0,0.15,+0.1,+0.1,108,185,1709,761,0.3,+0.7,2,11,3,0,12,12,3,1,2,0,4,2,2,1,0,0,0,1,0,21,16,8,9,4,12,25,13,7,2,5,2,23,11,0,267,13,91,113,66,6,267,4,9,25,16,130,10,59,79,3,4,23,,0.55,8,22,-14,+0.43,6.7,16.6,-9.8,-0.14,0,12,10,8,12,16,0,0,0,37,10,9,0
Yasmin Mrabet,ma MAR,MF,Levante Planas,23-122,1999,6,6,434,0,0,0,0,0,1,0,0.2,0.2,0.0,ae715fc6,753b93a5,8,4,0.00,0.00,25.5,2,0.03,-0.2,-0.2,134,209,2703,796,0.1,0.0,2,16,1,0,19,5,3,0,0,1,1,0,0,0,0,0,0,0,0,12,7,4,7,1,5,11,6,5,0,5,2,14,11,0,273,11,74,161,42,4,273,2,8,8,6,161,4,72,72,2,0,,1,0.00,2,19,-17,-3.69,3.4,10.4,-7.0,-0.74,0,5,3,0,1,7,0,0,1,31,14,3,0
Natalie Muth,us USA,"MF,FW",Levante Planas,24-134,1998,9,3,366,0,0,0,0,0,2,0,0.1,0.1,0.0,f7d95aa2,753b93a5,4,3,0.00,0.00,27.0,0,0.02,-0.1,-0.1,51,102,1159,521,0.0,0.0,1,7,1,0,8,6,3,0,0,1,0,2,0,0,0,0,0,0,0,16,9,9,6,1,8,10,2,5,0,5,11,27,9,0,158,20,72,71,16,2,158,0,2,4,3,58,3,41,90,3,6,16,2,0.89,5,10,-5,+0.36,3.7,8.7,-5.0,-0.30,0,6,1,1,0,9,0,0,0,14,4,6,0
Caroline Møller,dk DEN,"FW,MF",Real Madrid,23-354,1998,8,1,189,1,0,1,0,0,1,0,1.1,1.1,0.2,e5cf9043,54582b93,4,1,0.25,1.00,12.4,0,0.27,-0.1,-0.1,52,78,802,214,0.5,-0.2,2,5,1,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,5,1,4,2,4,0,0,110,3,9,59,43,10,110,2,9,9,4,89,8,24,49,0,7,20,2,2.38,8,2,+6,+0.96,4.2,2.7,+1.5,+0.12,0,4,4,0,3,1,0,0,0,5,4,3,0
Ange N'Guessan,ci CIV,FW,UDG Tenerife,32-020,1990,10,7,646,0,0,0,0,0,0,0,1.4,1.4,0.4,d8e8aa5e,4c088abe,12,5,0.00,0.00,18.2,0,0.12,-1.4,-1.4,70,110,1053,256,1.0,-0.4,6,4,3,2,8,21,10,1,4,0,5,1,3,0,0,1,0,2,0,5,3,2,3,0,0,0,0,8,0,8,4,9,3,0,215,3,13,76,129,28,215,17,26,32,14,129,36,65,78,3,3,34,,1.20,8,7,+1,+1.56,7.4,6.6,+0.8,+0.72,0,9,12,10,11,3,1,0,0,34,1,5,0
Adriana Nanclares,es ESP,GK,Real Sociedad,20-213,2002,6,6,540,0,0,0,0,0,0,0,0.0,0.0,0.0,16417575,c21f25d3,0,0,,,,0,,0.0,0.0,154,183,3577,2646,0.0,0.0,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,8,0,204,182,204,0,0,0,204,0,0,0,0,95,0,90,90,6,0,,3,1.67,12,7,+5,-0.17,9.8,8.5,+1.4,-1.05,0,0,1,0,0,0,0,0,0,6,0,1,0
Sydny Nasello,,"FW,MF",UDG Tenerife,22-238,2000,4,0,113,0,0,0,0,0,1,0,0.3,0.3,0.0,6786e185,4c088abe,3,0,0.00,,19.2,0,0.09,-0.3,-0.3,15,21,289,46,0.0,0.0,1,1,1,0,1,4,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,2,0,2,0,1,1,0,42,1,2,14,27,4,42,5,7,4,6,19,6,28,,0,4,28,2,1.00,0,2,-2,-1.48,1.9,1.5,+0.5,+0.53,0,2,1,1,0,1,1,0,0,3,1,2,0
Eva Navarro,es ESP,FW,Atlético Madrid,21-315,2001,1,0,14,0,0,0,0,0,0,0,0.0,0.0,0.0,3f05acb3,b56c2667,0,0,,,,0,,0.0,0.0,2,5,23,5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,3,2,0,6,0,0,0,1,3,0,14,,0,1,14,,3.00,1,0,+1,+5.78,0.2,0.0,+0.2,+0.17,0,0,1,0,0,0,0,0,0,2,0,0,0
Nerea Nevado,,DF,Athletic Club,21-225,2001,11,11,978,0,2,0,0,0,0,0,0.2,0.2,1.2,1fe41030,94929c05,3,1,0.00,0.00,18.9,0,0.08,-0.2,-0.2,462,646,8254,2951,1.0,+0.8,18,25,7,5,20,28,10,15,0,1,2,0,3,3,0,0,0,0,0,28,17,15,7,6,16,26,10,12,1,11,14,42,23,1,772,25,298,311,179,4,772,18,30,31,16,337,13,89,89,10,0,,,1.18,15,20,-5,-7.96,10.7,14.6,-3.9,-2.88,0,15,24,0,71,17,0,0,0,99,6,4,0
Morgan Nicoli,fr FRA,DF,Sevilla,25-245,1997,8,3,303,0,0,0,0,0,0,1,0.1,0.1,0.0,672072df,215d9026,2,1,0.00,0.00,18.2,0,0.04,-0.1,-0.1,109,154,2620,1502,0.0,0.0,0,12,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,6,8,2,0,9,11,2,7,2,5,6,16,22,0,200,26,119,73,8,2,200,0,0,0,0,112,2,38,90,2,5,7,1,0.75,7,7,0,+0.13,4.0,4.8,-0.8,-0.79,0,4,0,1,0,6,0,1,0,16,3,2,0
Gabi Nunes,br BRA,FW,Madrid CFF,25-273,1997,11,6,520,3,1,3,0,0,2,0,1.8,1.8,0.5,8ce35340,89818574,15,7,0.20,0.43,14.4,1,0.12,+1.2,+1.2,90,126,1444,208,0.4,+0.5,7,6,4,1,8,12,9,1,0,2,0,0,1,1,0,0,0,0,0,4,1,2,2,0,1,2,1,1,0,1,3,7,7,0,195,7,21,99,76,23,195,4,9,20,18,159,32,47,70,2,5,20,,2.00,9,9,0,-1.34,7.3,6.1,+1.2,-0.65,0,6,11,9,1,1,0,0,0,14,14,6,0
Pierina Núñez,pe PER,"FW,MF",Real Betis,22-270,2000,2,1,82,0,0,0,0,0,0,0,0.2,0.2,0.1,91c39baa,74142337,2,0,0.00,,17.8,0,0.08,-0.2,-0.2,9,13,115,0,0.0,-0.1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,2,0,1,0,0,25,0,1,8,16,5,25,0,1,2,3,20,4,41,73,0,1,9,6,1.50,2,1,+1,+2.49,1.5,1.5,-0.1,+1.68,0,3,0,1,0,1,0,0,0,3,1,3,0
Irene Oguiza,,MF,Athletic Club,22-337,2000,7,4,327,0,0,0,0,0,2,0,0.2,0.2,0.2,e660b6a5,94929c05,7,1,0.00,0.00,26.0,0,0.03,-0.2,-0.2,94,165,1645,556,0.2,-0.2,4,14,0,0,17,7,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,0,2,4,2,3,1,2,12,16,6,0,209,9,52,116,43,8,209,2,3,3,1,109,3,47,70,0,3,16,1,1.43,4,7,-3,-0.69,2.2,5.2,-3.0,-0.76,0,12,8,1,6,3,0,0,0,29,14,15,0
Osinachi Ohale,ng NGA,DF,Alavés,30-352,1991,10,8,688,0,0,0,0,0,1,0,0.0,0.0,0.0,69053d78,aa11fb42,0,0,,,,0,,0.0,0.0,154,233,3319,1491,0.1,0.0,1,4,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,3,0,3,4,1,6,2,4,5,10,33,1,303,67,236,61,7,4,303,0,0,12,3,142,2,69,84,6,2,7,1,0.50,9,27,-18,-0.86,5.6,17.3,-11.7,-0.70,0,4,4,0,1,3,0,0,1,44,16,6,0
Patricia Ojeda,,DF,Sporting Huelva,31-275,1991,11,11,990,0,0,0,0,0,0,0,0.2,0.2,0.1,1dae60f5,27acb0af,6,0,0.00,,27.2,4,0.04,-0.2,-0.2,160,316,3294,1992,0.2,-0.1,1,14,0,0,11,5,3,2,0,0,0,0,1,0,1,0,0,0,0,11,9,8,2,1,7,10,3,14,9,5,20,31,66,1,447,96,289,136,26,3,447,2,4,10,4,111,2,90,90,11,0,,,1.09,9,20,-11,,8.3,20.6,-12.3,,0,7,9,0,5,9,0,1,1,68,11,5,0
Freja Olofsson,se SWE,MF,Real Madrid,24-198,1998,3,2,163,0,0,0,0,0,0,0,0.0,0.0,0.0,6ce1049b,54582b93,0,0,,,,0,,0.0,0.0,64,77,1204,250,0.0,0.0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,4,5,1,0,88,3,25,55,9,0,88,0,0,1,6,55,0,54,63,0,1,37,7,3.00,2,0,+2,-1.22,2.2,0.8,+1.4,+0.20,0,5,4,0,0,1,0,0,0,15,1,1,0
Olivia Oprea,ro ROU,DF,Alhama,35-264,1987,6,4,335,0,0,0,0,0,1,0,0.1,0.1,0.1,630a783e,e9fecaf2,1,0,0.00,,21.0,0,0.06,-0.1,-0.1,56,110,1250,841,0.1,-0.1,1,4,1,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,7,8,2,1,7,8,1,6,3,3,11,22,9,1,153,24,83,57,13,0,153,0,1,1,4,30,0,56,76,1,2,16,2,0.50,1,10,-9,-1.32,2.5,6.4,-3.9,-0.41,0,12,1,0,2,7,0,1,0,23,4,2,0
Maite Oroz,es ESP,"MF,FW",Real Madrid,24-258,1998,10,4,465,0,5,0,0,0,0,0,0.2,0.2,1.4,f4cdd292,54582b93,4,1,0.00,0.00,21.0,0,0.05,-0.2,-0.2,238,280,3965,1022,0.9,+3.6,9,21,7,1,24,11,9,0,0,0,1,1,5,4,0,0,0,0,1,8,6,1,5,2,3,6,3,13,2,11,5,13,0,0,324,5,54,179,95,11,324,7,10,9,10,261,29,47,78,1,6,26,,2.50,19,5,+14,+1.26,10.1,4.9,+5.2,+0.82,0,4,11,0,2,6,0,0,0,25,3,5,0
Laura Ortega,,"FW,MF",UDG Tenerife,25-028,1997,4,2,154,0,0,0,0,0,0,0,0.3,0.3,0.1,583ad7f6,4c088abe,1,0,0.00,,5.5,0,0.31,-0.3,-0.3,8,17,99,0,0.0,-0.1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,28,0,1,11,16,3,28,0,1,3,2,23,5,39,61,0,2,16,4,1.25,1,2,-1,-0.34,1.1,2.5,-1.3,-0.83,0,1,2,1,0,0,0,0,0,1,2,4,0
Sara Ortega,,"MF,FW",Athletic Club,17-291,2005,5,3,247,0,0,0,0,0,0,0,0.1,0.1,0.1,4aefa99f,94929c05,3,1,0.00,0.00,17.4,0,0.05,-0.1,-0.1,55,86,821,221,0.2,-0.1,2,3,2,1,6,6,4,0,1,0,0,1,0,0,0,0,0,0,0,6,5,1,2,3,1,2,1,4,0,4,2,8,2,0,119,1,22,59,38,5,119,2,4,9,4,68,9,49,60,1,2,34,1,1.20,3,2,+1,+0.97,4.1,2.8,+1.4,+1.09,0,2,1,0,7,5,0,0,0,14,0,4,0
Asisat Oshoala,ng NGA,FW,Barcelona,28-060,1994,10,5,458,3,0,3,0,0,0,0,3.2,3.2,0.7,23a1662b,15f49df1,21,7,0.14,0.43,12.2,0,0.15,-0.2,-0.2,59,83,900,124,0.5,-0.7,5,2,3,1,5,8,7,0,0,1,0,0,1,1,0,0,0,0,0,3,1,1,1,1,0,0,0,6,0,6,0,3,0,0,136,0,3,42,91,40,136,1,4,12,10,97,29,46,70,2,5,22,1,3.00,21,2,+19,+0.01,16.5,2.5,+14.0,+0.65,0,3,1,10,5,1,0,0,0,11,0,8,0
Rosa Otermín,,"DF,MF",Sevilla,22-067,2000,8,4,435,0,0,0,0,0,3,1,0.1,0.1,1.1,a788992d,215d9026,3,0,0.00,,21.5,1,0.04,-0.1,-0.1,153,226,2933,1506,1.5,-1.1,9,17,7,5,13,15,8,6,0,0,0,1,0,0,0,0,0,0,0,12,10,8,4,0,4,9,5,6,1,5,8,20,4,0,277,3,71,125,86,4,277,4,12,15,1,108,12,54,81,1,4,28,2,1.38,6,8,-2,-0.58,7.1,5.6,+1.5,+0.03,1,6,8,1,34,10,0,0,0,35,1,3,0
Sandra Paños,es ESP,GK,Barcelona,30-034,1992,6,6,540,0,0,0,0,0,2,0,0.0,0.0,0.0,c6ae9544,15f49df1,0,0,,,,0,,0.0,0.0,188,217,4197,2710,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,226,197,226,0,0,0,226,0,0,1,0,141,0,90,90,6,0,,3,3.00,22,3,+19,-1.23,16.6,4.0,+12.6,-0.63,0,0,0,0,0,0,0,0,0,8,1,0,0
Salma Paralluelo,,FW,Barcelona,19-025,2003,6,3,272,4,2,4,0,0,0,0,3.6,3.6,0.8,843324b5,15f49df1,28,10,0.14,0.40,14.6,0,0.13,+0.4,+0.4,61,82,784,182,0.5,+1.2,8,3,4,0,6,21,11,1,0,7,2,0,4,3,1,0,0,0,0,3,3,0,2,1,1,2,1,2,0,2,1,4,0,0,127,0,2,21,105,36,127,2,5,8,6,107,33,45,65,1,3,26,1,3.00,14,1,+13,+0.79,11.9,2.1,+9.9,+1.21,0,2,8,1,6,3,0,0,0,13,0,6,0
Lucia Pardo,,FW,Madrid CFF,22-337,2000,8,5,390,1,2,1,0,0,1,0,1.3,1.3,1.7,645bf5f7,89818574,17,5,0.06,0.20,19.0,0,0.08,-0.3,-0.3,64,104,982,230,0.8,+0.3,5,8,2,1,7,12,10,0,0,0,2,0,3,2,0,0,0,1,0,6,4,3,3,0,2,5,3,2,0,2,2,8,4,0,161,2,16,74,74,20,161,1,4,14,6,108,29,49,69,0,3,15,2,2.38,8,4,+4,+0.47,6.9,3.8,+3.1,+0.31,0,5,7,4,10,4,1,0,0,12,1,5,0
Irene Paredes,es ESP,DF,Barcelona,31-157,1991,9,7,671,1,1,1,0,0,0,0,1.0,1.0,0.2,6a86dd87,15f49df1,11,2,0.09,0.50,12.6,0,0.09,0.0,0.0,473,535,9767,4136,0.4,+0.8,3,43,6,3,35,14,11,0,0,3,0,0,1,1,0,0,0,0,0,7,3,2,4,1,0,0,0,3,2,1,13,20,16,0,597,57,292,269,40,14,597,0,1,4,0,415,1,75,87,5,2,32,1,3.00,27,2,+25,-1.16,22.6,3.2,+19.4,+0.64,0,10,7,1,5,3,0,0,0,62,17,3,0
Laia Parera,,DF,Levante Planas,21-090,2001,11,6,614,0,0,0,0,0,0,0,0.0,0.0,0.4,1f5790d3,753b93a5,2,0,0.00,,34.2,0,0.01,0.0,0.0,172,268,2785,1688,0.4,-0.4,5,9,6,4,11,10,6,3,1,0,0,0,0,0,0,0,0,0,0,20,13,12,7,1,11,16,5,10,2,8,19,39,16,0,344,20,154,149,54,1,344,4,8,9,4,106,2,56,85,5,5,21,,0.73,5,21,-16,-2.35,6.2,13.9,-7.8,-0.25,0,6,4,1,9,13,0,0,0,40,6,2,0
Pauleta,,"DF,MF",Valencia,24-179,1998,11,8,649,1,0,1,0,0,2,0,0.6,0.6,0.4,db1eeb84,f96ff499,8,2,0.13,0.50,20.3,1,0.07,+0.4,+0.4,146,241,2614,1190,0.8,-0.4,7,14,7,5,13,13,7,4,0,1,1,0,1,1,0,0,0,0,0,20,14,10,8,2,13,20,7,9,3,6,7,27,11,0,345,21,89,155,104,13,345,8,23,15,13,148,13,59,74,3,3,18,,1.36,9,8,+1,-0.39,10.4,7.7,+2.7,+0.57,0,12,15,1,21,14,1,0,0,49,5,5,0
Toni Payne,ng NGA,"DF,FW",Sevilla,27-230,1995,11,9,837,0,4,0,0,0,0,0,0.5,0.5,2.2,d6a30323,215d9026,5,2,0.00,0.00,13.5,0,0.10,-0.5,-0.5,185,280,3078,1282,1.7,+1.8,12,16,4,2,14,23,16,2,1,2,2,0,7,4,2,1,0,0,0,7,5,2,3,2,4,6,2,2,0,2,5,12,6,0,339,6,101,123,126,30,339,9,17,16,17,192,38,76,87,6,2,26,,1.09,17,19,-2,-0.80,11.8,9.9,+1.9,-0.60,0,2,6,5,12,5,0,0,0,53,2,2,0
Mari Paz Vilas,es ESP,"FW,MF",Levante Planas,34-310,1988,10,9,747,3,1,2,1,1,0,0,2.9,2.1,1.0,b876a4b2,753b93a5,22,8,0.09,0.25,18.2,0,0.10,+0.1,-0.1,131,209,2047,542,1.0,0.0,10,10,4,0,18,15,9,1,0,3,2,0,2,1,0,0,0,1,0,4,3,0,3,1,1,4,3,3,1,2,3,7,8,0,300,9,25,159,116,25,299,5,10,31,15,204,40,75,78,4,1,45,,0.80,8,17,-9,+1.51,7.1,14.9,-7.7,+0.45,0,6,14,4,4,3,1,0,0,32,9,19,0
Leire Peña,es ESP,MF,Real Betis,21-171,2001,1,0,31,0,0,0,0,0,0,0,0.0,0.0,0.0,344aa257,74142337,0,0,,,,0,,0.0,0.0,11,12,167,11,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,1,0,0,0,0,1,3,0,0,16,0,4,9,4,0,16,1,2,1,0,8,0,31,,0,1,31,7,0.00,0,0,0,+1.22,0.1,1.2,-1.1,-1.69,0,1,0,0,0,2,0,0,0,3,1,1,0
Raquel Peña,es ESP,"DF,FW",UDG Tenerife,33-353,1988,10,10,886,1,3,0,1,2,1,0,2.1,0.5,1.6,67d43354,4c088abe,10,2,0.00,0.00,28.1,3,0.05,-1.1,-0.5,341,568,7092,3811,1.1,+1.4,19,25,10,7,26,31,15,15,1,0,0,0,3,2,1,0,0,0,0,23,15,14,6,3,13,16,3,7,2,5,30,53,21,0,660,26,252,266,156,10,658,5,9,10,5,251,15,89,89,9,0,,,1.20,9,12,-3,-0.30,9.5,10.0,-0.5,+3.05,0,3,6,3,59,15,0,0,0,88,5,2,0
Paula Perea,,DF,Real Betis,26-172,1996,11,10,854,0,1,0,0,0,2,0,0.0,0.0,0.2,06776ec6,74142337,1,0,0.00,,39.4,0,0.02,0.0,0.0,205,362,3941,2075,0.4,+0.8,2,19,6,3,23,6,4,1,0,1,0,0,2,2,0,0,0,0,0,20,15,13,5,2,14,20,6,10,6,4,17,37,18,0,461,36,206,188,69,0,461,3,11,15,5,203,5,78,84,8,1,15,,0.91,13,21,-8,+2.47,6.5,21.5,-15.0,+0.34,0,12,3,0,15,15,0,0,0,44,13,14,0
Lena Pérez,,DF,Alhama,26-346,1995,9,8,696,1,0,1,0,0,4,1,0.4,0.4,0.0,c54a5844,e9fecaf2,4,1,0.25,1.00,13.3,0,0.09,+0.6,+0.6,100,168,2172,1281,0.0,0.0,0,9,0,0,9,5,3,1,0,1,0,0,0,0,0,0,0,0,0,11,5,7,4,0,5,17,12,14,10,4,9,20,31,0,251,48,176,64,12,4,251,1,1,1,0,71,0,77,87,6,1,2,2,0.33,3,17,-14,-0.89,4.2,12.3,-8.1,-0.92,1,14,5,0,2,5,0,0,0,31,7,10,0
Nerea Pérez Machado,es ESP,DF,Villarreal,28-331,1994,11,9,811,0,0,0,0,0,3,0,0.0,0.0,0.2,6041cdeb,7a7bef84,1,0,0.00,,28.2,0,0.01,0.0,0.0,222,376,3709,2141,0.2,-0.2,2,26,3,1,29,6,5,0,0,0,1,0,1,1,0,0,0,0,0,33,20,14,16,3,13,20,7,15,3,12,21,54,21,0,483,30,148,228,112,1,483,1,7,7,4,161,5,74,87,6,2,13,,0.91,7,26,-19,-2.61,7.9,14.9,-7.0,-0.68,0,17,7,1,16,20,0,0,0,58,1,6,0
